outward,easting,northing,lat,lon,demand
CH61,327060,383925,53.347185,-3.097112,163.82394637984387
CH62,334453,383200,53.341641,-2.985928,109.14959202734651
CH63,333203,383021,53.339876,-3.004662,95.8892725457584
CH64,333047,377342,53.288818,-3.005804,119.72600613261098
CH65,348840,376754,53.285295,-2.76883,51.05127688790883
CH66,337190,376733,53.28385,-2.943551,70.8910536674988
CH7,328705,365497,53.181795,-3.068276,122.86505614442635
CH8,309696,364558,53.170469,-3.352374,39.66426572205106
CH88Q,314272,376488,53.27843,-3.287158,96.58799775607272
CM0,595713,198598,51.652104,0.827799,87.0236850111432
CM1,569890,209157,51.755346,0.460047,72.67827770751973
CM10,593232,196824,51.637027,0.790996,96.90318477261977
CM11,568862,195194,51.630228,0.438422,92.81396055040754
CM12,566425,196133,51.639387,0.403691,84.37125168287633
CM13,561852,193368,51.615882,0.336386,118.46436477226905
CM14,558804,193871,51.621264,0.292621,88.45147100688202
CM15,559534,196561,51.64523,0.304379,108.20928143177146
CM16,543596,218581,51.847377,0.083292,143.4953401635696
CM17,548326,211393,51.781559,0.148828,61.524774081448875
CM18,546002,208247,51.753902,0.11385,81.92982642026885
CM19,533992,229155,51.944775,-0.051949,41.153741517011646
CM2,573181,206970,51.734698,0.506584,65.89586046911275
CM20,545504,210776,51.776756,0.107691,123.63247658921456
CM21,547798,223976,51.894755,0.146556,85.56517420518168
CM22,553410,222599,51.880869,0.227442,98.04584436044199
CM23,547989,222088,51.877743,0.14852,65.49205890827508
CM24,543856,230773,51.956852,0.092141,78.14368493898687
CM3,580319,204709,51.712142,0.608678,82.52033862400873
CM36,587300,199512,51.663174,0.706815,101.61570632749961
CM4,561918,199698,51.672724,0.340257,76.63211311155085
CM5,557904,205356,51.724699,0.284822,144.6042962100495
CM6,562430,222288,51.875523,0.358225,79.71894571454894
CM7,575208,225341,51.899083,0.545205,68.60626969368244
CM77,560555,262623,52.238402,0.349948,106.12160589113566
CM8,578710,219153,51.842394,0.592842,113.74897558623562
CM9,586491,210073,51.758302,0.700785,87.70105698915819
CO1,600197,225163,51.889076,0.907832,102.84959531851176
CO10,575000,250588,52.125914,0.55507,146.27084392448654
CO11,612123,231827,51.944499,1.084976,110.45790842005707
CO12,623577,230607,51.929066,1.250551,69.99013926156135
CO13,623232,220717,51.840427,1.239152,52.82947889959213
CO14,623386,221920,51.851161,1.242158,62.348776091939015
CO15,615538,218175,51.820621,1.126061,117.2051530534404
CO16,615361,219330,51.831059,1.124224,100.36413398484953
CO1O,585912,243384,52.057654,0.71036,99.61626817731872
CO2,599672,221968,51.860573,0.898366,130.14895389516838
CO3,589453,228553,51.923275,0.75376,107.71776365822707
CO4,601080,227230,51.907318,0.921844,88.98109208369054
CO5,576492,232964,51.967142,0.56775,226.41128310848794
CO6,593339,229387,51.929424,0.810671,124.99797529357268
CO7,607950,224779,51.882792,1.020095,94.56086017066603
CO70,608248,216432,51.807732,1.019392,102.21139902557847
CO8,590178,234215,51.973869,0.767423,207.25690798169572
CO9,578586,235618,51.990315,0.599585,111.16640440144006
CO92,435208,381944,53.333259,-1.472767,66.20808097470552
CR0,531785,165964,51.377444,-0.107841,136.27941543674828
CR05B,535560,164496,51.36336,-0.054197,73.41511673713079
CR1,532176,165752,51.375445,-0.10231,158.95982113877014
CR15,617416,215416,51.795125,1.151533,65.3941837131815
CR2,531545,163927,51.359194,-0.112038,63.365765129866304
CR3,525129,161864,51.3421,-0.204861,157.4032170963247
CR4,525882,174785,51.458056,-0.189479,110.58042438213201
CR5,519544,179563,51.502373,-0.279039,88.37776583218651
CR6,535576,158581,51.310203,-0.056212,60.05849706652507
CR7,528287,171332,51.426484,-0.156131,68.19913319026308
CR8,531728,160772,51.330802,-0.110571,86.17236251952232
CR9,532460,165234,51.37073,-0.098422,82.08379283190561
CT09,638702,170955,51.38741,1.429421,75.02534042045225
CT1,603849,177391,51.458784,0.932963,164.4558626140387
CT10,634578,174851,51.424106,1.372848,53.77565865570245
CT11,638022,165134,51.335449,1.415784,86.84164363679041
CT12,632231,164433,51.331549,1.332346,111.94651414165637
CT13,632506,157316,51.267551,1.331651,141.15256108651147
CT14,636324,151880,51.217191,1.382694,110.65388113759205
CT15,630311,145120,51.158964,1.292413,128.2181422783232
CT16,630780,143909,51.1479,1.298339,105.38424135194529
CT17,629925,147992,51.184895,1.288736,97.19174753895147
CT18,621259,139338,51.110612,1.159633,122.19395069931932
CT19,616710,143661,51.15117,1.097343,117.98031255223071
CT2,615275,159334,51.292431,1.086261,127.89547742270082
CT20,621517,135761,51.078397,1.161114,84.43037981398808
CT21,615034,135474,51.078281,1.068546,159.25473284633534
CT3,617898,158112,51.28047,1.123068,85.56029497131621
CT4,612620,153774,51.243503,1.044939,122.47231561383379
CT5,608491,170681,51.396845,0.995742,86.63339113162223
CT6,606263,182817,51.50664,0.970826,114.10708608198541
CT7,627926,167184,51.357992,1.272415,146.1133831442148
CT8,632534,169756,51.379205,1.340161,105.09256853890703
CT9,626117,179477,51.469066,1.254314,89.77865511343768
CV1,428399,278127,52.400445,-1.584012,106.11749839665458
CV10,426620,302807,52.622401,-1.608187,107.28734846217829
CV11,437402,290588,52.511929,-1.450297,78.57764725842901
CV12,436450,287179,52.481347,-1.464706,96.2801312775675
CV13,439402,301105,52.606326,-1.419583,84.08600912329184
CV15,438768,297088,52.570258,-1.429425,114.15139377339798
CV2,435899,280958,52.425454,-1.47348,111.45010750814303
CV21,450925,278900,52.405771,-1.252836,66.38048769950292
CV22,448505,272376,52.347343,-1.289343,78.19825344714796
CV23,446326,273797,52.360303,-1.321131,119.36101218665189
CV3,435317,279042,52.408274,-1.482241,78.36851578670087
CV31,433053,266026,52.291396,-1.5168,156.61848743263425
CV32,433414,267572,52.305274,-1.511347,74.95656363968911
CV33,436030,262603,52.260438,-1.473511,74.9726642400331
CV34,431938,269390,52.321706,-1.53282,148.06288682698667
CV35,428949,271821,52.343725,-1.57647,80.50754765885306
CV36,423841,237987,52.039791,-1.653806,97.6300734651479
CV37,419841,254702,52.190227,-1.711158,139.7966875982055
CV4,429255,279196,52.410006,-1.571339,140.54932637048884
CV47,441467,259446,52.231674,-1.39425,90.75219073646376
CV5,430243,282185,52.436828,-1.556544,50.66213947187094
CV6,433668,282186,52.436641,-1.506161,93.93910201278104
CV7,428305,284145,52.45455,-1.584879,163.85921688049885
CV8,430878,276011,52.381289,-1.547777,120.4257175981027
CV9,442205,315119,52.732088,-1.376412,111.0341411199769
CW1,373922,352417,53.068367,-2.390631,118.36553796428527
CW10,370895,366802,53.197515,-2.437119,112.6282701989532
CW11,380998,365615,53.187306,-2.285823,138.22796320486214
CW12,380598,368636,53.214445,-2.291982,80.19094000502645
CW2,372576,349333,53.040578,-2.410453,176.64204427841617
CW3,372253,344165,52.994108,-2.414828,70.76486473619623
CW4,378408,368303,53.211365,-2.324763,79.10847497176447
CW5,368823,348966,53.037078,-2.466388,247.55856623330587
CW6,346047,352822,53.069914,-2.806677,80.57283177854346
CW7,365165,366727,53.196491,-2.52288,68.04798268698956
CW8,362225,372038,53.244031,-2.567508,144.65071475931975
CW9,370381,374063,53.262756,-2.445489,101.66868119230661
D14,392816,324288,52.816099,-2.10803,132.08973832171912
DA1,553386,174160,51.445669,0.205848,91.72801089416215
DA10,560474,174560,51.447293,0.307938,100.89718321582875
DA11,563967,173841,51.439835,0.357823,61.75733088470812
DA12,552615,189610,51.58469,0.201435,101.37042830936227
DA13,563749,168032,51.387715,0.352008,132.69615933786986
DA14,547655,171668,51.424795,0.122396,215.1773012540565
DA15,546239,173689,51.443327,0.102879,52.3841746500296
DA16,546905,176475,51.468188,0.11362,66.74359488057124
DA17,549357,178672,51.487285,0.149813,152.35050172146842
DA18,548291,179223,51.492518,0.1347,90.35303364453972
DA2,549358,179000,51.490235,0.149974,85.67533229415895
DA3,546395,165802,51.372417,0.101866,113.27965128281167
DA4,555219,167767,51.387723,0.229396,141.66773164841487
DA5,548848,173496,51.440912,0.140318,99.38023375687015
DA6,548275,175697,51.460834,0.132992,81.93761741307291
DA7,549017,176333,51.466361,0.143942,89.4772299994206
DA8,551312,177392,51.475261,0.177399,219.96261939136684
DA9,558632,174811,51.450071,0.281559,90.014141438657
DC1,456920,403440,53.524572,-1.142891,106.97926963107366
DD1,341150,729163,56.450933,-2.956329,55.58263307928761
DD10,373556,762002,56.748878,-2.433999,104.02744985701955
DD11,362079,742096,56.569269,-2.618723,77.6768009167034
DD13,410112,430328,53.769215,-1.848069,111.2547339192635
DD16,305904,366528,53.187507,-3.409672,196.93615405826492
DD2,335177,731142,56.46793,-3.053696,72.61133945742716
DD3,338400,733147,56.486369,-3.001878,102.91182124791585
DD30,333056,737832,56.527717,-3.08985,80.71975825446111
DD4,342031,733257,56.487817,-2.942945,107.78504328168779
DD47,342264,733976,56.494302,-2.939333,106.60769350156403
DD5,344948,730755,56.465695,-2.895061,141.19720679290978
DD6,342753,727577,56.436884,-2.929979,91.35280659190754
DD7,354748,735831,56.512339,-2.736905,66.0146424964524
DD8,341260,752053,56.656557,-2.959737,83.34406863719073
DD9,360255,762174,56.749476,-2.651494,146.73041500118816
DE1,434111,331360,52.87865,-1.494591,114.4105337016654
DE11,429524,323908,52.811933,-1.563418,120.00292930312119
DE12,431180,313845,52.72138,-1.539789,206.80618787966444
DE13,419729,321685,52.792397,-1.708859,118.3797251415924
DE14,425054,346055,53.011247,-1.628028,120.60717864718625
DE15,426590,322479,52.799245,-1.607048,86.5497963463814
DE2,440496,336392,52.92344,-1.399098,94.2242216769089
DE21,437744,341421,52.968851,-1.439441,50.79373984186143
DE22,434079,336869,52.928175,-1.49448,142.5756272333285
DE23,431613,328544,52.853495,-1.531976,73.37167663167676
DE24,438545,339938,52.955464,-1.42769,137.4049043480349
DE3,434811,325423,52.825242,-1.484814,169.34721995330952
DE4,428482,358481,53.122772,-1.57584,112.51768834416794
DE45,422185,369767,53.224511,-1.669156,59.80511514854558
DE5,440278,351273,53.057224,-1.400479,83.89587438657723
DE55,435016,350923,53.054448,-1.479025,71.72748934986821
DE56,433410,345406,53.004958,-1.503554,190.16166794242753
DE6,419580,346379,53.014387,-1.709587,52.71485794602903
DE62,415304,350696,53.053323,-1.77313,162.44376545695724
DE65,427117,331310,52.8786,-1.598514,64.97041925894268
DE7,444975,338518,52.942203,-1.332173,94.7463894417038
DE72,443372,333426,52.896562,-1.356712,133.52851032883197
DE73,437912,326687,52.836397,-1.438643,111.17075778820815
DE74,445211,327191,52.840367,-1.33023,69.04453836320583
DE75,443197,349033,53.036861,-1.357238,75.28597223123423
DG1,300942,576770,55.075476,-3.552998,92.14384533860613
DG10,308467,604623,55.32712,-3.444214,120.66428146506499
DG11,320189,585667,55.158879,-3.254144,95.22380645401918
DG12,326355,547455,54.816522,-3.147556,35.72391497989676
DG13,332573,592955,55.226199,-3.061562,67.98173678718402
DG14,335212,574836,55.063758,-3.015946,49.0428874694783
DG15,332264,567928,55.001299,-3.060455,84.31254570305859
DG16,331843,567899,55.000982,-3.067026,75.95736053819685
DG2,296187,573489,55.045034,-3.626244,75.67535700855291
DG29Q,295344,577408,55.080053,-3.640882,126.91190298278956
DG3,283642,594195,55.228218,-3.830976,122.40560533251707
DG4,276553,610694,55.374666,-3.949613,121.20946189340512
DG5,278183,593100,55.21707,-3.916273,79.06215525349776
DG6,362081,485302,54.261983,-2.583621,182.68015460028766
DG7,271464,569584,55.004183,-4.011175,108.34400782492904
DG8,239047,554864,54.862611,-4.509262,83.39953767754366
DG87,216856,557024,54.874358,-4.855943,131.91621689734038
DG9,206220,556716,54.867594,-5.02124,66.68640763552027
DH1,426281,542094,54.7731,-1.592989,175.53095107140607
DH2,425596,552723,54.868645,-1.602711,105.45597722535543
DH3,428221,553263,54.873356,-1.561758,77.58463296960278
DH4,432667,542352,54.775038,-1.493698,97.56551267862147
DH5,435315,547668,54.822628,-1.451904,157.55255851713562
DH6,434222,540101,54.754708,-1.469802,73.98257935697842
DH7,418434,541749,54.77034,-1.714995,114.86660262536887
DH8,409661,551945,54.862209,-1.851023,67.84138320909364
DH9,419810,553015,54.87153,-1.69284,122.15510359913043
DH97,425712,547056,54.81771,-1.601412,121.4140706768174
DL1,430537,512465,54.506601,-1.52992,104.99964583163805
DL10,425024,486947,54.277575,-1.617192,91.19962089364296
DL11,414927,490018,54.305564,-1.772099,180.22079581731612
DL12,397812,531578,54.679267,-2.035459,122.70845506368772
DL13,399420,536102,54.719927,-2.010522,160.0768459418156
DL14,420183,529014,54.655836,-1.68869,125.74866512364665
DL15,419570,514669,54.52695,-1.699141,151.07301821320814
DL16,422198,517254,54.550071,-1.658346,83.41349593862299
DL17,429941,532361,54.685426,-1.537099,131.9517394433135
DL18,429304,533096,54.692067,-1.546917,60.146048498327175
DL1O,416544,500680,54.401331,-1.746674,107.13360282171092
DL2,425949,514130,54.521821,-1.600623,155.42358546501137
DL3,426922,514748,54.52732,-1.585539,77.20217910938236
DL4,422955,526059,54.629161,-1.64596,59.52892346195772
DL5,427106,524434,54.614355,-1.581811,67.27050187191061
DL6,451430,495965,54.356643,-1.21015,60.617712348255495
DL7,434827,483591,54.246845,-1.467047,82.3271339807059
DL8,410791,492375,54.326851,-1.835574,57.48886518999279
DL9,419535,498040,54.377505,-1.700771,90.65255637656082
DN1,457605,409844,53.582059,-1.131382,177.945350087769
DN10,470195,394904,53.446262,-0.944584,105.01704082230549
DN11,460861,395014,53.448412,-1.085079,151.33898248148483
DN12,455315,399055,53.485333,-1.167863,135.93432284024476
DN14,470415,424983,53.71654,-0.934502,102.28751666306295
DN15,490366,416362,53.636011,-0.634777,120.73040439663856
DN16,490105,408782,53.567946,-0.640909,104.91878027778034
DN17,485332,409529,53.575455,-0.712752,81.3160170205629
DN18,503678,421473,53.679472,-0.431822,128.26671533631037
DN19,508019,422651,53.689179,-0.365728,199.22716272928398
DN2,459701,404651,53.535148,-1.100717,74.45859142748684
DN20,500769,407938,53.558429,-0.48022,133.82190646286486
DN21,488369,392962,53.426082,-0.671573,109.78588120926737
DN22,471886,381588,53.326363,-0.922148,111.7206342357154
DN3,462970,408430,53.568734,-1.050643,84.67585678522728
DN31,528302,406162,53.536477,-0.065535,216.6614738477865
DN32,528266,405693,53.532266,-0.066273,76.01462954483877
DN33,526276,406621,53.541089,-0.095898,122.03105254265654
DN34,520510,406856,53.544551,-0.182768,62.99797173090395
DN35,530249,408513,53.557113,-0.035189,55.6185193634733
DN36,530520,402149,53.499877,-0.033757,121.96082778741993
DN37,522862,406442,53.540286,-0.147465,126.6784808206127
DN38,505542,410041,53.576383,-0.407491,103.33837626674026
DN39,510727,415162,53.621322,-0.327392,81.29473579115528
DN4,457509,410703,53.589786,-1.132675,75.619287092297
DN40,516961,415671,53.624544,-0.233007,84.96847889858475
DN41,519822,412079,53.591627,-0.19114,90.96175454784093
DN43,428424,398848,53.485602,-1.573118,83.79954320451147
DN5,454081,404568,53.535015,-1.185501,194.45817199954115
DN6,452835,411145,53.594244,-1.2032,95.21552740493672
DN7,464822,410027,53.58286,-1.022352,136.4527090640046
DN8,469399,413300,53.611691,-0.952494,155.2096947285554
DN9,473851,405526,53.541223,-0.887059,76.97920835789367
DN99,428792,399880,53.494858,-1.567479,65.97454528840643
DT1,370536,90865,50.716651,-2.418709,80.7145107372789
DT10,372686,144398,51.198135,-2.392289,48.63082236251412
DT11,389772,115363,50.937617,-2.146915,57.468082383339826
DT2,367063,99753,50.796396,-2.468691,68.30523261763666
DT3,363540,127859,51.048915,-2.521508,111.8789998094786
DT4,367122,79044,50.610172,-2.466004,93.77864909440758
DT4O,366480,78936,50.609158,-2.475076,118.86273809338077
DT5,374578,83197,50.64789,-2.360919,74.20673500963963
DT51,369664,71184,50.539621,-2.429445,98.42124179696941
DT6,345647,94284,50.745599,-2.771733,89.09586473071907
DT7,349049,100152,50.798671,-2.724334,136.89220475788463
DT8,347985,101650,50.812048,-2.73964,65.34199550028606
DT9,362274,114469,50.928426,-2.538171,117.73881121628669
DY1,394262,290641,52.51364,-2.085968,84.43924668223282
DY10,384776,276556,52.38684,-2.225105,145.71095858387426
DY11,382958,270399,52.331429,-2.251503,68.64391333622785
DY12,382552,278219,52.401716,-2.257859,55.4160951015749
DY13,390953,276650,52.387823,-2.134351,68.51032606742729
DY14,376295,278269,52.401932,-2.349841,65.34834248783086
DY2,394080,286960,52.480546,-2.088582,117.14334528640731
DY3,389440,297073,52.571393,-2.157235,85.70733314751901
DY4,395740,292644,52.531666,-2.06421,106.12601723809011
DY5,391985,287388,52.484375,-2.119444,63.757874568159345
DY6,388161,288359,52.493031,-2.175792,59.815822316911834
DY7,389726,296083,52.562495,-2.152983,82.69923215150526
DY8,392878,280495,52.422412,-2.106145,107.65589708944316
DY9,391298,277285,52.393532,-2.129298,56.3242481447729
E0,535481,184586,51.543917,-0.047643,112.80293655202773
E1,533771,182751,51.527838,-0.072977,83.3842376908536
E10,529454,191686,51.609143,-0.131891,103.67410702532977
E11,538708,192413,51.613466,0.001957,79.85204068332092
E12,541370,185636,51.55191,0.037651,108.68088639620798
E13,539338,183154,51.530114,0.007375,68.47258123811275
E14,536757,188522,51.578983,-0.027715,91.58442696529244
E15,539413,184292,51.540321,0.008916,130.62631277334552
E16,541321,182525,51.523972,0.035695,121.90128774923923
E17,534765,192673,51.616762,-0.054852,113.80193215580132
E18,540276,190378,51.594795,0.023781,92.03028129312406
E1W,535367,180712,51.509137,-0.050765,90.50681838494125
E2,532854,189085,51.584979,-0.083806,84.81560315432726
E26P,534528,182832,51.528383,-0.062047,65.87503707867471
E3,537102,182824,51.527694,-0.024964,124.1246972825037
E32U,537192,183216,51.531193,-0.023518,77.3299688254269
E4,534470,193417,51.623516,-0.058833,118.00541166427128
E47A,538888,194684,51.633828,0.005447,130.68614343468593
E5,533180,186675,51.563246,-0.080003,126.38189559889013
E6,544213,182779,51.52552,0.077458,132.13685159469333
E61A,541360,184024,51.537426,0.036854,74.81119650229266
E7,541222,184994,51.546182,0.035264,79.74267139828399
E8,534343,184766,51.545815,-0.063965,170.37195813400515
E9,533804,191913,51.610165,-0.069023,60.994100646041595
EA54,306248,667480,55.891288,-3.500596,139.04877618219578
EC1,531896,182298,51.524212,-0.100155,103.56320525065014
EC1A,532243,182020,51.521631,-0.095267,137.23277090351152
EC1E,531744,182157,51.522973,-0.10241,88.76755660007241
EC1M,531977,181924,51.520825,-0.099141,116.72284575195874
EC1N,531492,181618,51.518194,-0.106241,97.81745681316393
EC1R,531331,182516,51.526295,-0.108224,152.1838033530236
EC1V,531969,182635,51.527217,-0.098986,118.60589188584558
EC1Y,532762,182254,51.523611,-0.087703,100.50220389081028
EC2,533015,181810,51.519564,-0.084222,98.32721432114934
EC2A,533171,182350,51.524373,-0.081767,200.89709457160808
EC2M,533204,181694,51.518478,-0.081544,135.54537455606174
EC2N,533072,181388,51.515751,-0.08357,63.51345453796969
EC2R,532681,181305,51.515104,-0.089221,228.8671654844035
EC2V,532533,181329,51.515353,-0.091352,67.76530639384836
EC2Y,532459,181765,51.519289,-0.092257,38.862878165243835
EC3,533448,180956,51.511782,-0.078313,58.45628107539229
EC3A,533347,181294,51.514848,-0.079639,84.17279807145083
EC3M,533336,181070,51.512831,-0.079887,71.08780887723569
EC3N,533753,180859,51.510838,-0.073953,98.99935806980508
EC3R,533204,180772,51.510184,-0.081901,147.15783424143063
EC3V,533084,181090,51.513076,-0.083509,108.02723768123283
EC4,531615,181186,51.514277,-0.104631,196.76488436257026
EC4A,531463,181232,51.514729,-0.106801,103.48910469558813
EC4M,532067,181129,51.513667,-0.098142,93.9887751615576
EC4N,532422,180916,51.511662,-0.093104,199.92008353034882
EC4R,532578,180857,51.5111,-0.090877,92.10527739677403
EC4V,532079,180858,51.511228,-0.09807,141.76477154801114
EC4Y,531311,181148,51.514012,-0.10902,95.15594980029559
EG8,365128,132952,51.094802,-2.499349,110.20070693363884
EH1,325914,673768,55.951209,-3.187968,132.5058840235822
EH10,324515,670960,55.925769,-3.209563,69.08884836978912
EH11,325345,663266,55.856786,-3.194165,87.47115241206053
EH12,321063,673172,55.945076,-3.265445,78.47602511291892
EH13,322648,669186,55.90953,-3.238929,119.12987770009138
EH14,319149,668657,55.904209,-3.29473,104.65482253168365
EH15,330823,673517,55.949684,-3.109303,121.1445574425822
EH16,327705,671095,55.927469,-3.158576,87.71569971923475
EH17,328864,670136,55.919024,-3.139775,79.9438846792667
EH18,330002,665965,55.881724,-3.120497,93.78132827858494
EH19,331230,665286,55.8758,-3.100696,105.85342771345097
EH2,325176,673955,55.952774,-3.199835,131.79440045861944
EH20,324610,668461,55.903334,-3.207354,84.53551469800348
EH21,334199,672196,55.938296,-3.054939,75.9118428727418
EH22,333211,666470,55.886722,-3.069332,105.08781188888665
EH23,335644,663876,55.863746,-3.029826,76.17901621768266
EH24,324330,678269,55.991391,-3.214582,122.00456904790589
EH25,326723,663846,55.862204,-3.172312,68.06454491139212
EH26,322492,660537,55.831822,-3.238947,138.2708475151969
EH27,331080,600759,55.296105,-3.086944,76.61627597976485
EH28,315231,670247,55.917812,-3.357871,56.659095618580515
EH29,313844,675335,55.963268,-3.381693,110.72876329000061
EH3,324853,673894,55.952178,-3.204988,99.37020078415543
EH30,313443,677699,55.984428,-3.388862,61.73248727760363
EH31,337537,688500,56.0852,-3.005311,126.37658839150652
EH32,340928,675366,55.967651,-2.94793,77.05951242034114
EH33,340359,673156,55.947724,-2.956556,132.2835404682021
EH34,344160,668895,55.909904,-2.894823,83.1981868335774
EH35,341364,669206,55.912362,-2.939602,47.081437602517276
EH36,346487,662685,55.854377,-2.856366,138.18031897454006
EH37,340470,662946,55.856016,-2.952525,55.834720711662285
EH38,339226,652749,55.76425,-2.970117,108.39328501975017
EH39,355223,684236,56.048887,-2.72043,146.45156220485342
EH4,321151,674686,55.958691,-3.264481,117.03055207453703
EH40,359228,677286,55.986799,-2.655081,70.55830941825764
EH41,352141,672127,55.939796,-2.767735,74.69330560251916
EH42,366640,678076,55.99447,-2.536385,88.43099606124977
EH43,336162,637394,55.625919,-3.015351,97.68940228498211
EH44,333164,637122,55.623071,-3.062885,62.719698981449014
EH45,324333,640462,55.651782,-3.204001,104.53889184228125
EH46,314263,649924,55.735096,-3.366938,131.10035409097918
EH47,295367,663631,55.854483,-3.672996,50.41400429023174
EH48,294900,670655,55.917465,-3.683181,109.7276383335346
EH49,302089,677397,55.979533,-3.570667,191.4173468174493
EH5,324113,676366,55.974265,-3.21753,56.03889806992732
EH51,300706,681166,56.013097,-3.594211,82.63823846262486
EH52,307784,673637,55.946889,-3.478148,114.9806575915423
EH53,310595,669002,55.905791,-3.431618,67.7636896974845
EH54,304900,667638,55.892451,-3.522192,76.04568751195174
EH55,302390,659490,55.818766,-3.559368,94.14232862621759
EH6,327695,676416,55.975265,-3.160154,104.82221604480621
EH7,326658,674562,55.958455,-3.17626,150.26449780085088
EH75,327064,674800,55.960649,-3.169837,153.35155281425705
EH8,331915,668066,55.900879,-3.090439,165.64145160191782
EH9,326755,671319,55.92934,-3.173825,118.27819315337584
EN1,533653,196505,51.651463,-0.069451,62.12390243771668
EN10,539498,214752,51.814011,0.022301,83.1347129451204
EN11,537712,209141,51.764033,-0.00582,84.58992578824089
EN15,517992,104704,50.829849,-0.325937,77.48364998787058
EN2,532168,197611,51.661754,-0.090482,147.55067418746512
EN3,536528,197543,51.660103,-0.027513,65.82664907170432
EN4,527597,195549,51.644283,-0.157286,93.58752942447205
EN5,523344,197792,51.665384,-0.217926,138.65855648072844
EN6,524863,202116,51.70391,-0.194426,64.07123724955426
EN7,533806,202814,51.708121,-0.064814,71.58541323906155
EN8,532674,202635,51.706783,-0.081268,95.85840106259252
EN9,527265,199065,51.675953,-0.160794,127.96481166697285
EX1,294589,110472,50.884089,-3.499866,124.36764728174639
EX10,312073,88539,50.689823,-3.24613,64.3232972514225
EX11,310028,95097,50.748474,-3.276674,131.99660594544372
EX12,323925,90659,50.710563,-3.07882,95.82458804468821
EX13,327875,98115,50.778108,-3.024347,87.25516237899956
EX14,315530,102206,50.813212,-3.200352,114.37028135855127
EX15,306988,109220,50.874962,-3.323348,75.68595542056774
EX16,295574,115599,50.930357,-3.487338,88.29166036790859
EX17,279050,103241,50.816043,-3.718286,136.98943249507357
EX18,267987,114121,50.911411,-3.879174,162.3383811936801
EX19,258473,111947,50.889617,-4.013567,141.44350132512835
EX2,290076,96606,50.758598,-3.559842,87.99611435999056
EX20,263736,98158,50.76696,-3.933665,106.87824793813856
EX21,241590,105149,50.824155,-4.250479,174.40266550678723
EX22,252265,116330,50.927455,-4.103544,145.1318271181853
EX23,231836,114889,50.908911,-4.393322,150.73449261447018
EX24,323496,94484,50.744898,-3.085692,131.45016742982244
EX29,273552,90984,50.704696,-3.792079,104.72789395376488
EX3,291031,93140,50.727623,-3.545283,92.92474325321844
EX30,245792,129216,51.041543,-4.201061,98.84631409107038
EX31,255504,131680,51.066222,-4.063607,129.37575688902146
EX32,260616,132078,51.071055,-3.990846,47.430457369644785
EX33,247582,158984,51.309505,-4.188175,124.45745295850253
EX34,253326,146796,51.201499,-4.100825,55.97420890687819
EX35,286690,151543,51.251767,-3.62499,48.292370460717606
EX36,273167,125332,51.013338,-3.809442,68.39032420054274
EX37,262219,120983,50.971731,-3.963754,130.81597946556798
EX38,251869,119155,50.952733,-4.110329,133.2794428370567
EX39,241896,126607,51.017049,-4.255442,144.10110944629656
EX4,292449,93457,50.730738,-3.52529,113.71149034927525
EX49,246160,125736,51.010372,-4.194338,96.75445829031337
EX5,304218,99407,50.786293,-3.360129,73.41456983092671
EX6,288760,87679,50.678097,-3.575796,75.67713463021914
EX7,296218,77719,50.589942,-3.467481,134.39941847575918
EX8,299596,79808,50.609308,-3.420348,75.34527819289534
EX9,307424,84450,50.65234,-3.310908,69.29386354997237
FK1,288195,678462,55.986059,-3.793644,122.62644971045343
FK10,287854,693813,56.123835,-3.805537,76.29430958161053
FK11,286147,696659,56.148983,-3.8342,80.78864581486982
FK12,288865,698070,56.162292,-3.791072,160.40707327309508
FK13,291731,697086,56.15412,-3.744545,62.67050252454677
FK14,297813,699443,56.176627,-3.647589,133.67717088930007
FK15,279733,706238,56.233417,-3.941725,58.528708388605274
FK16,272453,701595,56.189834,-4.056837,149.91024671572438
FK17,270413,701832,56.191408,-4.089807,87.46308509273801
FK18,256088,717120,56.32453,-4.328771,108.29334650764535
FK19,254381,721285,56.361398,-4.358651,67.24775616535678
FK2,291091,680357,56.003747,-3.748026,75.78218931500987
FK20,236993,728004,56.416029,-4.643959,116.75479182505217
FK21,258214,730077,56.441488,-4.301432,57.85057110163822
FK28,291872,682936,56.027077,-3.736549,85.26484768560735
FK3,292859,681635,56.015622,-3.720201,102.85993793939305
FK4,280864,679969,55.997829,-3.911746,132.23479739999232
FK5,286256,682852,56.025027,-3.82657,94.50529501850293
FK6,306100,635007,55.599594,-3.491779,90.33398402486041
FK7,280549,691023,56.097008,-3.921732,87.36181022621547
FK7N,279928,691568,56.10174,-3.931957,104.82690966397354
FK8,270384,696032,56.13933,-4.087442,137.91223649240683
FK9,280504,695547,56.13762,-3.924482,87.28802759291403
FL1D,483600,210120,51.783513,-0.78947,82.39295100424371
FW2,212136,51856,50.336584,-4.641307,133.3920565936055
FY1,333904,434748,53.804829,-3.005102,83.0195506189336
FY2,332390,438829,53.841307,-3.028984,83.25845654692861
FY3,333096,436652,53.821838,-3.017787,83.29700089668127
FY4,334084,429738,53.759832,-3.001306,134.33889203509764
FY5,333170,442878,53.87779,-3.018018,110.28138567896866
FY6,332225,454840,53.985159,-3.035046,61.59705091122956
FY7,332891,446508,53.910379,-3.023063,102.65735816104007
FY8,336494,424538,53.713397,-2.963683,106.7469029850629
G1,267540,635325,55.593481,-4.103496,77.52871159547624
